,day,month,year,weekday,hour,minute,matchday,status,leagueName,leagueId,leagueType,stage,homeName,homeId,awayName,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt
416216,27,12,2022,2,20,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Nottingham,351,2,0,3,0
422395,27,12,2022,2,20,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Burnley,328,Birmingham,332,2,0,3,0
416218,28,12,2022,3,20,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Man City,65,0,1,1,3
422384,29,12,2022,4,18,0,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Luton Town,389,0,1,0,3
422376,29,12,2022,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Cardiff,715,0,0,0,0
422382,29,12,2022,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Bristol City,387,0,0,0,0
422385,29,12,2022,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Wigan Athletic,75,Sunderland,71,1,1,1,4
422379,29,12,2022,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Middlesbrough,343,1,0,1,2
422381,29,12,2022,4,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Rotherham Utd,385,1,0,2,0
422374,29,12,2022,4,20,0,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Preston NE,1081,1,0,2,0
422380,29,12,2022,4,20,15,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Sheffield Utd,356,0,1,1,2
422378,30,12,2022,5,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Hull City,322,0,0,0,1
416206,30,12,2022,5,19,45,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Brentford,402,0,2,0,2
422383,30,12,2022,5,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,Reading,355,0,0,1,1
422375,30,12,2022,5,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Burnley,328,0,0,0,1
422377,30,12,2022,5,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Watford,346,1,0,4,0
416211,30,12,2022,5,20,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Leicester City,338,2,1,2,1
416205,31,12,2022,6,12,30,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Man United,66,0,0,0,1
416214,31,12,2022,6,15,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Crystal Palace,354,0,2,0,2
416210,31,12,2022,6,15,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Everton,62,1,0,1,1
416212,31,12,2022,6,15,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Southampton,340,1,0,2,1
416209,31,12,2022,6,15,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Leeds United,341,0,0,0,0
416213,31,12,2022,6,17,30,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Arsenal,57,0,2,2,4
422362,1,1,2023,7,12,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Cardiff,715,0,0,1,0
416207,1,1,2023,7,14,0,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Aston Villa,58,0,0,0,2
422366,1,1,2023,7,15,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Luton Town,389,1,1,1,2
422364,1,1,2023,7,15,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Sunderland,71,1,0,1,1
422365,1,1,2023,7,15,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Bristol City,387,1,1,1,1
422367,1,1,2023,7,15,0,26.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Rotherham Utd,385,1,0,3,0
416208,1,1,2023,7,16,30,18.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Chelsea,61,0,1,1,1
422409,16,12,2022,5,20,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Reading,355,3,0,3,2
422399,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Swansea,72,1,0,3,3
422407,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Burnley,328,Middlesbrough,343,0,0,3,1
422402,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,QPR,69,0,0,0,1
422405,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Sunderland,71,0,0,1,1
422398,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Blackpool,336,1,0,1,1
422406,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Watford,346,0,0,0,2
422401,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Rotherham Utd,385,1,0,3,0
422408,17,12,2022,6,15,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Stoke,70,1,1,1,2
422403,17,12,2022,6,17,30,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,Blackburn,59,0,1,0,2
422400,19,12,2022,1,20,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Wigan Athletic,75,Sheffield Utd,356,0,1,1,2
422574,21,12,2022,3,19,45,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,West Brom,74,0,0,1,0
422570,3,12,2022,6,12,30,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,Millwall,384,0,0,3,0
422412,10,12,2022,6,12,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Preston NE,1081,0,1,1,4
422418,10,12,2022,6,12,30,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,Bristol City,387,1,2,1,3
422417,10,12,2022,6,14,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Coventry City,1076,0,0,1,0
422411,10,12,2022,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Norwich,68,0,1,0,1
422414,10,12,2022,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Luton Town,389,1,1,2,1
422413,10,12,2022,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Birmingham,332,0,0,0,0
422415,10,12,2022,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Wigan Athletic,75,1,1,1,1
422421,10,12,2022,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Huddersfield,394,1,0,1,0
422410,10,12,2022,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Cardiff,715,2,1,2,2
422416,11,12,2022,7,13,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Burnley,328,0,2,0,3
422419,11,12,2022,7,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Hull City,322,0,0,0,0
422420,12,12,2022,1,20,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,West Brom,74,1,0,1,2
422431,13,11,2022,7,12,30,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Burnley,328,Blackburn,59,0,0,3,0
416233,13,11,2022,7,14,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Aston Villa,58,1,1,1,2
416232,13,11,2022,7,16,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Man United,66,0,1,1,2
422440,4,11,2022,5,20,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Preston NE,1081,0,0,1,2
422438,5,11,2022,6,12,30,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Burnley,328,1,2,5,2
416241,5,11,2022,6,15,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Bournemouth,1044,1,2,4,3
416239,5,11,2022,6,15,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Brentford,402,1,1,2,2
416235,5,11,2022,6,15,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Brighton Hove,397,2,2,2,3
422435,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,Cardiff,715,0,0,0,1
422441,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,West Brom,74,0,0,0,1
422434,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Wigan Athletic,75,1,2,2,2
422437,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Birmingham,332,0,1,1,2
422443,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Bristol City,387,0,1,1,1
422439,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,Norwich,68,0,1,1,2
416240,5,11,2022,6,15,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Fulham,63,1,1,2,1
422436,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Coventry City,1076,0,0,0,1
422442,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Hull City,322,0,0,0,0
422445,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Huddersfield,394,1,0,1,0
422444,5,11,2022,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Luton Town,389,0,0,0,1
416242,5,11,2022,6,17,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Leicester City,338,0,1,0,2
416243,6,11,2022,7,12,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Arsenal,57,0,0,0,1
416244,6,11,2022,7,14,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Man United,66,2,1,3,1
416236,6,11,2022,7,14,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Crystal Palace,354,1,1,1,2
416238,6,11,2022,7,14,0,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,Newcastle,67,0,1,1,4
416237,6,11,2022,7,16,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Liverpool,64,0,2,1,2
422577,8,11,2022,2,19,45,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Middlesbrough,343,0,1,0,3
422572,8,11,2022,2,19,45,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Rotherham Utd,385,0,1,0,1
422566,8,11,2022,2,19,45,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Swansea,72,1,2,2,2
422567,8,11,2022,2,19,45,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Hull City,322,0,1,2,3
422634,8,11,2022,2,19,45,4.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Wigan Athletic,75,0,0,2,0
422571,8,11,2022,2,19,45,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Luton Town,389,2,0,2,0
422573,8,11,2022,2,19,45,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Huddersfield,394,1,2,1,2
422569,8,11,2022,2,20,0,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Reading,355,1,0,2,0
422433,11,11,2022,5,20,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Sunderland,71,0,1,1,2
416230,12,11,2022,6,12,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Brentford,402,1,1,1,2
416227,12,11,2022,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Leeds United,341,1,2,4,3
416231,12,11,2022,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Southampton,340,3,1,3,1
422432,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Watford,346,0,0,0,0
422427,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,Middlesbrough,343,1,0,1,2
422429,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Reading,355,1,1,1,2
422422,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Sheffield Utd,356,0,0,0,1
422425,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Stoke,70,1,0,2,0
416228,12,11,2022,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Crystal Palace,354,0,0,1,0
416234,12,11,2022,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Everton,62,2,0,3,0
416226,12,11,2022,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Leicester City,338,0,1,0,2
422428,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Rotherham Utd,385,0,1,1,1
422424,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Wigan Athletic,75,Blackpool,336,0,1,2,1
422430,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,QPR,69,1,0,2,0
422423,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Swansea,72,0,0,0,0
422426,12,11,2022,6,15,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Millwall,384,2,2,2,4
416229,12,11,2022,6,17,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Chelsea,61,0,0,1,0
416225,12,11,2022,6,19,45,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Arsenal,57,0,0,0,2
416256,24,10,2022,1,19,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Bournemouth,1044,1,0,2,0
422651,25,10,2022,2,18,45,2.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Rotherham Utd,385,0,1,2,2
422575,25,10,2022,2,19,0,9.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Burnley,328,Norwich,68,0,0,1,0
422468,28,10,2022,5,19,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,QPR,69,2,0,2,0
422459,29,10,2022,6,11,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Swansea,72,1,0,1,1
416248,29,10,2022,6,11,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Man City,65,0,0,0,1
422460,29,10,2022,6,11,30,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Sheffield Utd,356,0,2,0,2
422464,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Blackburn,59,0,1,0,1
422461,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Middlesbrough,343,1,1,2,1
416252,29,10,2022,6,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Wolverhampton,76,0,0,1,1
422466,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Blackpool,336,1,0,1,2
422462,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,Stoke,70,1,0,3,1
416253,29,10,2022,6,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Tottenham,73,1,0,2,3
416250,29,10,2022,6,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Southampton,340,1,0,1,0
416251,29,10,2022,6,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Chelsea,61,3,0,4,1
422469,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Wigan Athletic,75,Watford,346,0,0,0,1
422465,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Millwall,384,1,0,1,0
422458,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Rotherham Utd,385,0,0,1,0
422467,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Burnley,328,Reading,355,0,0,2,1
416245,29,10,2022,6,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Aston Villa,58,1,0,4,0
422463,29,10,2022,6,14,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Sunderland,71,1,0,1,1
416249,29,10,2022,6,16,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Everton,62,0,0,0,0
416247,29,10,2022,6,18,45,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Leeds United,341,1,1,1,2
416254,30,10,2022,7,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Nottingham,351,1,0,5,0
416246,30,10,2022,7,16,15,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,West Ham,563,1,0,1,0
422457,1,11,2022,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Blackburn,59,1,0,1,0
422453,1,11,2022,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Swansea,72,1,0,1,0
422455,1,11,2022,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Reading,355,0,0,0,0
422456,1,11,2022,2,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Middlesbrough,343,0,1,1,3
422452,1,11,2022,2,20,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Blackpool,336,0,0,1,0
422454,1,11,2022,2,20,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Sheffield Utd,356,0,0,0,1
422451,2,11,2022,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Millwall,384,0,0,0,0
422447,2,11,2022,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Wigan Athletic,75,Stoke,70,0,0,0,1
422449,2,11,2022,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Sunderland,71,0,0,0,2
422450,2,11,2022,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Burnley,328,Rotherham Utd,385,1,1,3,2
422446,2,11,2022,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Watford,346,1,1,1,2
422448,2,11,2022,3,19,45,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,QPR,69,0,0,0,0
416283,14,10,2022,5,19,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Brighton Hove,397,1,0,2,0
422502,15,10,2022,6,11,30,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,Huddersfield,394,1,1,2,1
422498,15,10,2022,6,11,30,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,QPR,69,1,0,3,1
416280,15,10,2022,6,11,30,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Crystal Palace,354,0,0,0,0
422503,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Blackpool,336,2,2,3,3
422499,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Blackburn,59,1,2,1,2
422495,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Coventry City,1076,0,1,0,1
422501,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,West Brom,74,0,1,0,2
422504,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,Wigan Athletic,75,0,1,2,1
422500,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Stoke,70,0,0,0,2
422496,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Millwall,384,0,1,1,2
416275,15,10,2022,6,14,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Nottingham,351,0,0,1,0
422494,15,10,2022,6,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Burnley,328,Swansea,72,3,0,4,0
416282,15,10,2022,6,14,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Bournemouth,1044,1,2,2,2
416276,15,10,2022,6,16,30,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Everton,62,0,0,2,0
422505,15,10,2022,6,18,45,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Norwich,68,2,1,2,1
416278,16,10,2022,7,13,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Newcastle,67,0,0,0,0
416281,16,10,2022,7,13,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Arsenal,57,0,1,0,1
416277,16,10,2022,7,13,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,West Ham,563,1,0,1,1
416284,16,10,2022,7,13,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Chelsea,61,0,1,0,2
422497,16,10,2022,7,14,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Birmingham,332,0,1,0,2
416279,16,10,2022,7,15,30,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Man City,65,0,0,1,0
416271,18,10,2022,2,18,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Nottingham,351,0,0,0,0
422491,18,10,2022,2,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,Luton Town,389,0,0,0,1
422490,18,10,2022,2,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Reading,355,1,2,3,2
422492,18,10,2022,2,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Preston NE,1081,0,0,0,1
422493,18,10,2022,2,19,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Sunderland,71,1,0,2,0
422489,18,10,2022,2,19,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Rotherham Utd,385,0,1,0,1
422488,18,10,2022,2,19,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Bristol City,387,0,2,0,2
416268,18,10,2022,2,19,15,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Wolverhampton,76,0,1,2,1
416273,19,10,2022,3,18,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Southampton,340,0,1,0,1
416267,19,10,2022,3,18,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Everton,62,1,0,1,0
416272,19,10,2022,3,18,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Chelsea,61,0,0,0,0
416266,19,10,2022,3,18,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,West Ham,563,1,0,1,0
422485,19,10,2022,3,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Sheffield Utd,356,0,0,1,0
422487,19,10,2022,3,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Wigan Athletic,75,Middlesbrough,343,1,1,1,4
422483,19,10,2022,3,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Burnley,328,0,0,1,1
422484,19,10,2022,3,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackpool,336,Hull City,322,1,2,1,3
422482,19,10,2022,3,18,45,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Cardiff,715,2,0,3,0
422486,19,10,2022,3,19,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Watford,346,3,0,3,0
